ser,country,q101,q102,q103,q2011,q2012,q2013,q2014,q2015,q202,q204,q205,q206,q207,q210,q211,q212,q2131,q2132,q2133,q2134,q2135,q214,q215,q216,q217,q219,q221,q222,q224,q2251,q2252,q226,q227,q228,q2301,q2302,q2311,q2312,q2321,q2322,q2323,q2324,q234,q235,q236,q237,q238,q239,q240,q241,q242,q243,q244,q2451,q2452,q2453,q2454,q2461,q2462,q2463,q2464,q2471,q2472,q2473,q2474,q2475,q2476,q248withoutpalestine,q248donlypalestine,q249withoutpalestine,q249onlypalestine,q2501,q2502,q2511,q2512,q2513,q2514,q252,q253,q254,q2551,q2552,q2553,q2554,q2561,q2562,q2563,q2564,q2565,q2571,q2572,q301,q3021,q3022,q3031,q3032,q3033,q304,q305,q306,q4011,q4012,q4013,q4014,q4021,q4022,q4023,q501,q5021,q5022,q5023,q5024,q5025,q5026,q503,q5041,q5042,q5043,q5044,q5045,q5046,q5051,q5052,q5053,q5054,q5055,q5056,q5057,q5061,q5062,q5063,q5071,q5072,q5073,q5074,q5075,q601,q602,q6031,q6032,q6033,q6034,q6035,q604,q605,q606,q607,q608,q609,q610,q611,q612,q6131,q6132,q6133,q701,q701agecategories,q702,q703,q703dichotomous,q704,q705,q706,q707,q708,q709,q710,q711,q712,q713,q714,q714a,q715withoutmorocco,q716withoutmorocco,V715onlymorocco,V716onlymorocco,q715incomedeciles,q716incomedeciles,q717
397,7,4,5,3,4,4,3,3,3,99,2,2,3,1,1,3,1,2,1,2,2,3,2,2,3,2,2,2,5,5,2,2,2, ,1,1,1,100,100,3,3,3,1,98,98,98,95,98,98,98,98,1,10,1,1,3,3,3,1,4,2,4,3,3,3,2,2,5,1,100,2,100,2,100,3,3,2,2,1,2,2,1,2,2,1,4,1,3,2,4,2,1,1,100,100,2,2,2,2,5,1,1,4,4,1,2,2,2,2,1,1,2,3,4,1,6,3,3,3,1,3,1,1,1,3,3,1,1,2,1,2,98,2,2,2,2,2,1,1,1,1,1,3,3,100,100,100,100,98,100,1,2, ,1,3,3,36,3,1,6,1,1, ,1,2,2,2,13,1,4,1,3,3,35000,35000,100,100,6,5,10
1172,7,4,5,3,4,4,3,4,2,2,2,2,1,1,2,2,1,4,2,3,4,4,3,4,3,3,3,3,5,5,1,4,2, ,2,3,3,100,100,1,1,1,1,4,98,98,95,95,10,95,10,95,1,1,1,3,2,98,4,1,4,2,3,4,2,3,3,4,2,100,1,100,4,100,2,1,1,1,4,3,4,1,1,1,1,4,4,2,1,1,1,1,2,100,100,1,1,2,4,5,1,98,98,98,98,1,1,2,2,1,1,1,1,1,1,6,3,2,2,2,2,4,4,3,1,2,2,2,3,3,3,3,3,3,3,3,1,1,4,1,2,1,1,1,100,100,100,100,1,100,2,4,3,4,4,4,27,2,1,2,1,1, ,1,7,2,2,13,1,99,1,1,1,35000, ,100,100,6, ,10
370,7,4,5,3,4,4,4,1,4,1,2,1,3,1,2,98,1,2,2,2,3,4,3,1,1,3,2,3,5,5,2,1,2, ,2,2,3,100,100,1,1,1,3,4,95,95,98,98,98,98,98,95,1,1,1,4,1,4,3,3,4,1,4,4,4,4,4,4,1,100,2,100,4,100,1,1,1,1,4,4,4,2,1,2,2,2,4,2,2,1,1,1,2,100,100,2,2,2,4,5,1,3,2,2,3,4,1,4,3,1,1,4,2,3,1,1,1,1,1,1,1,4,4,2,1,4,4,1,4,1,1,1,2,4,4,4,3,3,4,2,2,2,2,2,100,100,100,100,1,100,2,4,3,4,4,4,44,3,2,6,1,1, ,1,3,1,1, ,1,1,1,2,1,47000,47000,100,100,9,7,10
957,7,4,5,3,4,4,4,3,4,2,2,3,3,1,2,4,1,1,1,4,4,4,4,1,1,3,5,2,1,1,2,2,1,1,1,1,2,100,100,1,2,2,1,1,4,6,9,8,6,8,3,1,1,2,1,4,1,4,1,4,4,4,4,4,4,4,4,4,2,100,1,100,4,100,1,1,1,2,4,4,4,3,3,1,3,4,4,1,2,1,2,1,2,100,100,1,1,1,2,5,2,1,4,4,2,2,3,2,3,2,2,4,4,1,1,5,4,4,2,3,4,2,2,2,3,3,2,2,3,3,3,2,2,2,1,2,3,3,1,1,1,1,1,1,100,100,100,100,98,100,99,2, ,1,2,1,40,3,2,2,1,2,2, , , ,2,11,1,1,1,2,1, , ,100,100, , ,10
234,7,4,5,3,4,4,4,4,2,1,1,3,3,1,1,4,1,3,3,2,4,4,4,1,1,3,5,3,1,5,1,2,2, ,1,2,2,100,100,3,3,3,2,4,5,6,1,7,7,4,1,3,10,1,1,4,2,4,1,4,4,4,4,4,4,4,4,4,2,100,3,100,4,100,3,3,2,2,4,3,4,2,1,1,2,4,3,1,3,2,1,1,3,100,100,2,2,2,1,3,1,2,3,3,3,2,2,2,2,2,2,4,4,1,1,5,4,3,2,2,99,99,1,1,2,4,2,2,2,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,100,100,100,100,1,100,99,3,3,3,2,4,23,1,1,6,1,2,1, , , ,1, ,1,3,1,3,3, , ,100,100, , ,10
1062,7,4,5,3,4,4,4,4,2,2,1,2,3,1,1,98,98,2,2,2,98,98,3,3,3,2,3,98,5,5,3,1,1,4,2,2,3,100,100,3,98,2,98,98,95,98,95,98,8,95,9,5,5,3,1,4,2,2,2,4,4,1,3,3,3,3,2,98,1,100,2,100,3,100,3,4,98,98,3,3,4,2,98,2,2,1,3,3,3,2,98,1,2,100,100,1,1,1,3,5,1,98,3,3,2,2,1,2,98,1,1,4,4,4,1,6,98,98,1,4,1,4,3,2,4,1,2,3,4,2,2,1,98,98,98,98,98,1,3,1,1,1,1,1,100,100,100,100,98,100,2,3,3,3,98,98,57,5,1,2,1,1, ,2,10,2,2,13,1,2,1,3,1, , ,100,100, , ,10
344,7,4,5,3,4,4,4,4,4,1,2,4,2,1,2,4,1,4,2,4,4,4,4,4,4, ,3,4,5,5,4,1,1,1,1,3,3,100,100,1,1,1,4,1,96,96,10,96,96,96,96,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,100,2,100,4,100,4,4,3,3,4,3,98,1,1,1,1,1,2,1,1,1,1,1,1,100,100,1,2,2,4,3,4,1,1,1,4,1,1,1,3,1,1,2,2,2,1,1,1,4,1,4,1,1,4,2,1,3,1,2,4,2,3,3,4,4,4,4,4,3,4,1,1,2,2,1,100,100,100,100,1,100,2,4,3,4,4,4,50,4,1,6,1,1, ,2,99,2,2,13,1,2,1,1,1,32000,32000,100,100,6,4,10
519,7,4,5,3,4,4,4,4,4,1,98,3,2,1,1,4,1,3,2,2,4,4,4,2,1,1,4,4,5,5,1,4,2, ,2,1,3,100,100,1,1,1,4,4,96,95,96,96,95,95,95,95,1,1,2,4,4,2,1,1,4,1,3,3,3,3,3,3,1,100,2,100,4,100,4,4,4,4,4,3,4,1,2,1,1,3,1,1,1,1,1,1,2,100,100,2,1,1,4,5,2,4,4,4,4,4,1,4,3,1,1,3,4,1,1,1,1,3,1,4,1,4,4,2,1,4,4,2,4,3,3,3,4,4,4,4,3,1,4,2,2,2,2,3,100,100,100,100,2,100,2,3,3,4,4,4,33,2,1,5,1,1, ,2,6,1,2,13,1,2,1,3,1,30000,30000,100,100,4.5,3,10
1067,7,4,5,3,4,4,4,4,4,2,2,2,4,2,2,4,98,3,2,4,4,4,4,4,4, ,5,3,1,5,3,4,1,4,1,3,3,100,100,1,1,1,4,1,10,7,4,8,7,98,95,95,1,2,3,3,2,2,2,4,4,4,3,4,3,2,2,2,1,100,4,100,2,100,3,2,2,3,3,3,3,2,2,1,2,1,4,1,4,2,98,1,2,100,100,1,2,1,1,1,2,3,4,2,4,2,1,4,1,4,4,3,1,4,4,7,3,4,3,2,1,3,4,2,2,3,4,1,4,2,1,1,2,1,2,4,2,1,3,1,1,98,3,98,100,100,100,100,2,100,1,2, ,3,4,1,20,1,1,4,1,2,3, , , ,1, ,1,2,1,3,99, , ,100,100, , ,10
332,7,4,5,3,4,4,4,4,4,2,2,3,2,2,2,4,1,4,2,4,4,4,4,98,98, ,3,4,98,5,4,1,2, ,1,3,3,100,100,1,1,1,3,1,96,96,10,96,96,96,96,1,1,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,5,100,4,100,4,100,4,4,4,4,4,4,4,1,1,1,1,1,3,2,1,1,98,98,2,100,100,1,2,2,4,3,4,1,1,3,2,1,1,2,3,1,1,2,2,2,1,1,2,4,2,3,1,2,4,2,1,2,3,2,4,2,3,3,4,4,4,4,1,3,4,1,1,2,2,1,100,100,100,100,2,100,2,4,3,1,1,1,40,3,2,2,1,2,2, , , ,2,99,1,1,1,2,1, ,20000,100,100, ,1,10
359,7,4,5,3,4,4,4,4,4,2,2,3,3,1,1,4,1,3,3,3,3,3,3,2,1,1,1,3,3,5,3,2,1,1,1,1,2,100,100,3,98,3,1,4,98,98,2,3,99,10,99,10,10,1,1,4,2,98,4,4,4,1,5,3,3,2,2,2,2,100,1,100,2,100,3,4,3,3,3,1,2,2,1,2,2,3,2,1,1,2,1,1,2,100,100,1,2,2,2,1,1,2,3,4,1,3,1,4,3,1,2,4,3,2,2,1,3,3,2,4,2,2,2,3,2,4,2,1,4,3,98,2,2,98,3,3,1,1,3,1,1,3,3,3,100,100,100,100,1,100,2,2, ,1,2,3,27,2,1,4,1,1, ,2,4,1,2,13,1,3,1,1,99,16000,16000,100,100,2,1,10
1077,7,4,5,3,4,4,4,4,4,2,2,3,3,1,2,98,98,3,2,3,4,4,4,1,2,1,5,4,98,98,4,2,2, ,2,2,3,100,100,3,3,3,2,3,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,4,4,4,4,3,3,1,100,2,100,98,100,2,4,4,3,3,3,4,98,98,98,98,1,3,2,3,2,98,98,2,100,100,2,2,2,4,5,1,2,3,3,98,98,98,98,98,1,1,3,2,3,2,1,98,98,98,98,98,98,3,3,1,4,3,2,4,2,2,1,2,3,3,3,2,98,98,1,1,1,1,1,100,100,100,100,98,100,98,4,2,98,98,98,50,4,2,2,1,2,2, , , ,2,3,1,1,1,2,99, ,20000,100,100, ,1,10
876,7,4,5,3,4,4,4,4,4,2,2,3,4,2,99,4,2,98,98,98,98,98,4,4,98, ,99,98,98,5,98,98,2, ,2,99,98,100,100,98,98,98,98,98,98,98,98,98,98,98,98,95,98,99,98,98,98,98,99,99,98,1,4,4,98,98,3,3,1,100,99,100,98,100,98,99,99,98,4,3,4,1,98,98,98,99,99,2,1,3,98,98,99,100,100,99,2,2,98,3,4,99,99,99,98,2,2,98,2,99,99,99,99,99,99,7,3,98,98,4,1,4,4,4,1,2,3,3,4,99,99,1,2,4,4,4,98,98,4,2,2,2,2,2,100,100,100,100,98,100,98,3,3,4,4,4,30,2,1,1,0,2,1, , , ,2,11,1,98,1,3,99, , ,100,100, , ,10
223,7,4,5,3,98,4,3,99,4,2,2,98,2,1,2,98,98,2,5,3,3,3,98,3,1,5,98,98,4,5,2,2,2, ,2,3,3,100,100,98,98,98,2,2,98,98,95,10,10,10,98,5,10,1,2,3,3,3,98,4,4,3,3,3,4,3,2,3,2,100,1,100,4,100,1,2,2,98,3,3,3,98,98,2,2,4,3,1,2,4,98,98,2,100,100,2,2,2,2,1,1,2,98,98,2,98,1,3,1,1,1,2,4,3,1,1,3,3,1,3,2,3,2,2,2,2,2,2,2,2,1,1,4,4,4,3,2,3,3,98,98,98,98,98,100,100,100,100,98,100,2,2, ,1,2,3,40,3,2,4,1,1, ,1,11,2,2,3,1,2,1,3,1, , ,100,100, , ,10
1078,7,4,5,3,98,98,98,98,98,2,2,3,4,1,2,98,98,3,3,3,4,4,4,3,3,1,4,98,5,5,98,98,2, ,2,98,3,100,100,98,98,98,98,4,98,98,98,98,98,98,98,98,98,1,98,98,98,98,98,98,98,98,3,4,4,4,2,2,1,100,2,100,98,100,2,4,4,4,3,3,4,2,2,2,1,1,2,1,2,2,98,98,2,100,100,2,2,1,4,5,1,98,98,98,98,98,98,98,98,1,1,2,1,1,1,1,4,98,98,98,1,2,4,2,2,3,2,2,4,2,2,1,98,98,2,2,2,98,98,1,1,1,1,1,100,100,100,100,98,100,98,4,2,98,98,98,41,3,1,4,1,2,4, , , ,2,13,1,2,1,2,99, ,30000,100,100, ,3,10
973,7,4,5,3,99,4,4,4,4,99,98,2,2,1,2,4,1,1,1,4,3,4,4,1,2,4,5,4,5,98,2,1,2, ,2,98,98,100,100,4,3,3,3,1,98,98,98,98,96,96,95,95,1,1,1,4,1,2,3,4,4,4,4,4,4,4,4,4,2,100,1,100,1,100,1,1,1,1,1,4,4,1,2,2,2,99,99,99,99,99,99,99,3,100,100,99,99,99,1,1,1,2,4,4,4,3,1,1,2,1,1,2,2,1,1,5,3,98,1,2,98,3,1,1,4,3,2,3,3,3,3,3,1,4,4,4,4,1,2,1,1,2,2,2,100,100,100,100,1,100,2,4,2,1,2,3,34,2,2,5,1,1, ,2,7,97,2,99,1,2,1,2,99, , ,100,100, , ,10
221,7,4,5,4,2,2,2,2,2,99,1,2,2,99,99,98,98,2,2,3,3,4,4,3,3,99,5,4,5,5,1,1,2, ,1,3,3,100,100,2,2,3,2,98,96,96,96,96,96,96,96,95,1,1,1,4,2,98,98,4,4,1,4,4,4,4,4,4,2,100,1,100,3,100,99,99,98,98,1,4,3,1,1,1,1,1,1,1,1,1,99,99,2,100,100,1,1,1,3,3,1,99,98,98,99,2,2,2,4,1,1,4,3,2,2,1,99,99,99,99,99,99,4,4,1,1,4,4,4,1,3,3,4,4,4,4,4,3,98,1,1,3,3,3,100,100,100,100,99,100,2,3,3,2,2,2,35,3,2,6,1,2,1, , , ,1, ,1,3,1,3,1,6000,40000,100,100,1,5,10
254,7,4,5,4,2,4,3,2,1,2,2,2,2,2,2,3,1,2,2,3,1,5,3,3,3,1,1,3,5,5,2,2,2, ,98,3,3,100,100,3,3,4,2,4,3,98,98,95,6,4,7,8,5,6,1,3,2,2,2,2,3,3,4,4,3,4,3,3,1,100,2,100,2,100,2,1,2,2,4,3,4,1,3,2,1,3,1,1,2,2,1,1,1,100,100,2,2,1,4,5,1,2,3,3,3,2,2,2,3,1,2,3,1,1,1,1,2,3,3,2,98,3,1,2,1,3,3,3,2,1,2,1,3,4,98,98,98,3,3,2,2,1,98,2,100,100,100,100,1,100,2,1, ,3,2,2,32,2,1,6,1,1, ,2,4,1,1, ,1,3,1,3,3,60000,60000,100,100,9,8,10
883,7,4,5,4,3,3,3,2,4,2,2,2,1,1,2,2,2,4,1,4,2,4,3,2,2,1,4,3,5,5,2,4,1,1,2,3,3,100,100,4,2,2,4,1,98,96,95,10,10,96,98,1,2,5,2,98,2,1,1,4,1,1,4,3,4,3,4,3,1,100,2,100,3,100,2,4,1,2,2,3,2,1,1,1,1,3,4,2,2,2,1,1,5,100,100,2,2,2,3,1,1,3,99,2,4,3,1,4,3,2,3,1,2,1,1,7,4,4,98,2,98,1,3,2,1,1,3,1,3,3,3,3,3,4,4,3,3,3,3,1,1,1,1,1,100,100,100,100,98,100,2,2, ,3,2,3,30,2,1,6,1,1, ,1,4,1,2,13,1,1,1,3,1,35000,35000,100,100,6,5,10
222,7,4,5,4,3,4,3,98,99,2,2,2,98,98,2,98,98,3,2,4,3,3,3,3,3,99,4,98,2,5,1,1,2, ,99,1,99,100,100,3,2,3,2,4,98,98,99,99,99,99,99,99,99,99,1,3,98,98,2,98,4,3,3,4,2,2,2,5,98,100, ,100, ,100,2,99,2,99,3,3,4,1,2,1,2,1,1,1,1,1,99,98,3,100,100,2,2,98,4,3,1,3,4,98,1,2,2,2,2,1,2,3,1,2,2,5,3,98,2,99,2,4,2,2,99,4,2,2,99,98,99,3,2,99,98,2,2,3,3,99,3,3,3,99,100,100,100,100,99,100,2,4,2,3,4,98,20,1,2,4,1,2,3, , , ,1, ,1,4,1,1,1, ,30000,100,100, ,3,10
987,7,4,5,4,4,2,3,4,4,1,2,3,3,1,2,4,98,98,98,1,5,5,4,4,4, ,2,99,5,5,4,1,2, ,2,2,3,100,100,98,4,4,1,4,1,98,98,98,96,96,98,95,96,99,1,4,2,3,99,99,99,99,4,4,4,4,4,4,1,100,2,100,1,100,3,1,1,4,99,3,4,1,2,1,1,1,4,1,1,4,98,1,2,100,100,2,2,2,99,3,4,2,4,4,3,3,98,3,2,1,1,4,2,2,2,1,2,3,2,2,3,3,3,1,2,3,2,2,3,2,3,3,1,1,1,1,1,3,4,1,1,1,1,1,100,100,100,100,1,100,2,2, ,4,4,4, , ,1, , ,2,4, , , ,3, ,1,99,2, ,99, , ,100,100, , ,10
749,7,4,5,4,4,4,4,3,4,2,98,4,4,1,2,4,98,4,4,4,4,4,4,98,2,3,4,3,5,5,4,2,2, ,1,3,1,100,100,1,1,1,1,4,95,95,98,95,98,95,95,98,98,98,1,98,4,98,1,4,4,3,3,3,3,3,3,3,1,100,2,100,4,100,3,98,2,4,4,3,4,2,2,2,1,4,4,4,2,2,99,98,1,100,100,1,2,2,98,1,1,1,4,3,2,2,2,2,2,2,2,2,2,2,2,6,1,3,2,3,4,3,4,2,2,3,3,3,4,98,3,99,98,4,4,98,2,3,4,98,98,98,98,98,100,100,100,100,1,100,1,2, ,2,2,2,38,3,2,3,1,1, ,1,11,2,2,3,1,4,1,3,3,35000,35000,100,100,6,5,10
232,7,4,5,4,4,4,4,4,4,1,1,2,2,1,2,2,1,2,2,2,4,4,2,3,3,1,4,4,4,5,3,4,1,2,2,3,1,100,100,4,3,2,2,4,95,96,95,10,95,96,95,10,10,1,1,4,2,2,2,3,4,1,4,4,4,4,4,4,2,100,1,100,98,100,4,4,1,3,4,3,4,2,1,1,3,3,1,1,2,2,1,1,2,100,100,2,2,2,1,3,3,1,3,2,4,2,1,1,1,1,1,1,3,1,1,2,3,3,1,1,2,4,3,1,1,4,1,1,1,3,3,3,3,4,4,4,2,1,4,2,1,99,99,99,100,100,100,100,1,100,2,4,3,4,2,4,28,2,2,6,1,1, ,1,3,2,1, ,1,1,1,2,1,80000,30000,100,100,10,3,10
693,7,4,5,4,4,4,4,4,4,2,2,2,2,2,1,99,1,3,2,4,3,4,4,4,4, ,4,3,5,5,1,1,99, ,2,3,1,100,100,4,4,4,1,4,1,1,1,1,1,1,1,1,1,5,98,98,98,98,99,99,99,1,3,4,4,3,3,3,2,100,1,100,98,100,1,1,1,4,4,2,3,2,2,1,1,4,4,1,1,1,99,99,2,100,100,2,2,2,2,1,99,3,98,98,99,2,1,2,4,1,1,1,1,1,1,7,2,2,1,4,1,3,3,3,2,2,2,2,4,2,2,2,1,1,1,1,3,3,4,99,99,99,99,99,100,100,100,100,98,100,2,3,3,4,4,4,29,2,1,6,1,1, ,97,3,2,1, ,1,2,1,3,1,40000,64000,100,100,7,8,10
751,7,4,5,4,4,4,4,4,4,2,2,2,2,2,1,99,1,3,2,4,3,4,4,4,4, ,4,3,5,5,1,1,99, ,2,3,3,100,100,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,98,98,98,98,99,99,99,99,3,4,4,3,3,3,2,100,1,100,4,100,1,1,1,1,4,2,3,2,2,1,1,4,4,1,1,1,99,99,2,100,100,2,2,2,2,1,99,3,98,98,99,2,2,2,4,1,1,1,1,1,1,7,2,2,1,4,1,3,3,3,2,2,2,2,4,2,2,2,1,1,1,1,3,3,4,99,99,99,99,99,100,100,100,100,98,100,2,3,1,3,4,98,26,2,2,4,1,2,2, , , ,1, ,1,2,1,2,3, , ,100,100, , ,10
688,7,4,5,4,4,4,4,4,4,2,2,2,2,2,2,4,2,2,5,3,4,4,4,1,1,5,5,4,5,5,2,4,1,1,2,3,2,100,100,1,1,1,4,1,3,95,95,98,95,98,95,95,1,1,1,4,2,4,4,4,4,1,4,4,4,4,4,4,2,100,1,100,4,100,4,4,4,4,4,3,4,1,2,3,4,1,1,4,4,4,98,1,2,100,100,2,1,1,4,3,4,3,1,1,1,3,1,2,4,1,1,3,2,1,1,1,1,1,1,4,1,4,4,1,1,1,3,1,4,3,3,3,1,4,4,4,3,3,4,1,1,1,1,1,100,100,100,100,98,100,2,4,3,4,4,4,34,2,2,6,1,1, ,1,3,1,2,12,1,3,1,2,3,38700,80000,100,100,7,9,10
425,7,4,5,4,4,4,4,4,4,2,2,2,2,2,2,98,99,3,1,3,3,3,4,3,98, ,99,98,5,5,98,98,1,4,1,3,3,100,100,99,99,99,99,99,10,10,95,98,10,10,10,1,1,98,98,98,98,98,99,98,98,1,4,4,4,3,3,98,1,100,2,100,2,100,98,98,98,98,1,3,4,99,99,98,98,99,99,99,99,99,2,1,1,100,100,1,1,1,4,1,3,98,98,99,98,2,1,3,4,1,1,3,3,4,1,1,98,1,3,3,1,4,3,3,1,1,3,3,3,1,1,2,2,2,98,98,98,1,1,1,1,3,3,3,100,100,100,100,99,100,99,4,2,1,2,2,32,2,1,3,1,1, ,1,9,2,2,13,1,3,1,2,1,20000,20000,100,100,2,1,10
423,7,4,5,4,4,4,4,4,4,2,2,2,3,1,1,2,1,3,1,1,3,4,3,2,2,2,3,3,5,5,1,1,2, ,1,3,1,100,100,3,3,3,2,98,96,96,98,98,98,98,98,6,10,4,4,4,2,2,1,4,4,4,3,4,4,4,4,5,1,100,2,100,3,100,4,3,4,98,1,3,98,2,2,2,1,1,2,1,1,1,1,1,2,100,100,1,1,1,98,3,2,2,3,3,3,4,2,3,1,3,3,3,3,2,1,6,3,2,98,98,98,1,4,3,1,1,3,3,98,2,2,1,1,4,4,4,98,3,2,98,98,3,3,3,100,100,100,100,1,100,1,4,2,2,3,2,47,4,1,1,0,2,4, , , ,2,13,1,1,1,3,1, ,15000,100,100, ,1,10
326,7,4,5,4,4,4,4,4,4,2,2,3,2,2,2,3,1,4,2,3,4,4,4,4,4, ,3,2,5,5,4,1,2, ,2,98,3,100,100,3,98,98,1,1,96,96,96,96,96,96,96,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,100,2,100,4,100,4,4,4,4,4,3,4,1,1,1,1,1,4,1,1,4,98,98,2,100,100,1,1,1,4,1,1,3,3,3,3,3,3,3,4,1,1,2,2,1,1,1,3,2,2,4,1,1,4,2,1,4,2,4,4,2,2,2,4,4,4,4,4,3,4,1,1,2,2,1,100,100,100,100,2,100,2,4,3,2,2,2,38,3,2,6,1,1, ,1,3,2,2,4,1,2,1,2,1,35000,75000,100,100,6,9,10
596,7,4,5,4,4,4,4,4,4,2,2,3,2,2,2,4,1,4,4,4,4,4,4,3,2,99,5,3,5,5,1,1,2, ,1,3,3,100,100,1,2,2,1,4,5,8,95,10,10,10,10,1,5,96,1,4,1,1,1,2,4,1,4,4,4,4,4,4,1,100,2,100,4,100,1,1,2,1,98,98,98,1,1,1,1,2,99,2,99,99,98,1,2,100,100,2,2,2,3,3,3,1,4,4,1,1,1,1,2,1,1,1,2,3,4,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,4,4,4,4,1,3,4,1,1,1,1,1,100,100,100,100,2,100,98,4,3,4,4,4,28,2,1,5,1,2,3, , , ,1, ,1,1,1,1,1, ,20000,100,100, ,1,10
411,7,4,5,4,4,4,4,4,4,2,2,4,2,1,1,4,1,3,4,2,3,4,4,3,2,3,4,4,3,5,1,2,2, ,99,2,2,100,100,1,3,4,4,4,6,9,1,9,10,7,9,4,9,3,1,4,2,4,1,3,4,4,4,4,4,4,4,4,1,100,2,100,4,100,3,4,3,4,4,4,4,2,1,1,3,1,2,3,1,2,1,1,2,100,100,2,2,2,2,1,2,2,3,2,3,3,1,99,1,1,1,2,4,2,3,1,4,4,98,2,2,2,2,2,2,3,1,1,3,1,1,1,4,4,4,4,1,3,4,1,1,1,1,1,100,100,100,100,1,100,2,3,3,4,4,4,40,3,2,7,1,1, ,2,11,1,2,12,1,4,1,3,1, ,32000,100,100, ,4,10
745,7,4,5,4,4,4,4,4,4,2,98,4,4,1,2,4,98,4,4,4,4,4,4,98,2,3,5,4,5,5,4,2,2, ,1,3,1,100,100,1,1,1,1,4,95,95,98,95,95,98,95,95,98,99,4,4,2,4,4,2,4,98,4,4,4,4,4,4,1,100,2,100,4,100,3,98,2,4,4,1,4,2,2,2,1,4,4,4,2,2,99,98,1,100,100,1,2,2,1,6,1,2,3,98,2,2,2,2,1,1,1,3,99,4,1,6,1,3,2,3,4,3,4,2,2,3,3,3,4,98,3,99,98,4,4,98,2,3,4,98,98,98,98,98,100,100,100,100,1,100,1,2, ,4,4,4,52,4,1,4,1,1, ,1,5,1,2,13,1,1,1,3,3,29000, ,100,100,4.5, ,10
744,7,4,5,4,4,4,4,4,4,2,98,4,4,1,2,4,98,4,4,4,4,4,4,98,2,3,5,4,5,5,4,2,2, ,1,3,1,100,100,1,1,1,1,4,95,95,98,95,95,98,95,95,98,99,4,4,2,4,4,2,4,98,4,4,4,4,4,4,1,100,2,100,4,100,3,98,2,4,4,3,4,2,2,2,1,4,4,4,2,2,99,98,1,100,100,1,2,2,1,6,1,2,3,98,2,2,2,2,1,1,1,3,99,4,1,6,1,3,2,3,4,3,4,2,2,3,3,3,4,98,3,99,98,4,4,98,2,3,4,98,98,98,98,98,100,100,100,100,1,100,1,2, ,4,4,4,52,4,1,3,1,1, ,2,8,2,2,99,1,2,1,3,3,40000, ,100,100,7, ,10
747,7,4,5,4,4,4,4,4,4,2,98,4,4,1,2,4,98,4,4,4,4,4,4,98,2,3,5,4,5,5,4,2,2, ,1,3,1,100,100,1,1,1,1,4,95,95,98,95,95,98,95,95,98,99,4,4,2,4,4,2,4,98,4,4,4,4,4,4,1,100,2,100,4,100,3,98,2,4,4,3,4,2,2,2,1,4,4,4,2,2,99,98,1,100,100,1,2,2,1,6,1,2,3,98,2,2,2,2,1,1,3,3,99,4,1,6,1,3,2,3,4,3,4,2,2,3,3,3,4,98,3,99,98,4,4,98,2,3,4,98,98,98,98,98,100,100,100,100,1,100,1,2, ,4,4,4,52,4,1,3,1,1, ,97,5,1,2,13,1,2,1,3,3,36000,61000,100,100,7,8,10
715,7,4,5,4,4,4,4,4,4,2,98,4,4,1,2,4,98,4,4,4,4,4,4,98,2,3,5,4,5,5,4,2,2, ,1,3,1,100,100,1,1,1,1,4,95,95,98,95,95,98,95,95,98,99,4,4,2,4,4,2,4,98,4,4,4,4,4,4,1,100,2,100,4,100,3,98,2,4,4,3,4,2,2,2,1,4,4,4,2,2,99,98,5,100,100,1,2,2,1,6,1,2,3,98,2,2,2,2,1,1,1,3,99,4,1,6,1,3,2,3,4,3,4,2,2,3,3,3,4,98,3,99,98,4,4,98,2,3,4,98,98,98,98,98,100,100,100,100,1,100,1,2, ,4,4,4,52,4,2,3,1,1, ,97,11,1,2,3,1,2,1,3,3,34000,34000,100,100,6,4,10
752,7,4,5,4,4,4,4,4,4,2,98,4,4,1,2,4,98,4,4,4,4,4,4,98,2,3,5,4,5,5,4,2,2, ,1,3,1,100,100,1,1,1,1,4,95,95,98,95,95,98,95,95,98,99,4,4,2,4,4,2,98,4,4,4,4,4,4,4,1,100,2,100,4,100,3,98,2,4,4,3,4,2,2,2,1,4,4,4,2,2,99,98,1,100,100,1,2,2,1,6,1,2,3,98,2,2,2,2,1,1,1,3,99,4,1,7,1,3,2,3,4,3,4,2,2,3,3,3,4,98,3,99,98,4,4,98,2,3,4,98,98,98,98,98,100,100,100,100,98,100,99,2, ,4,4,4,55,5,2,1,0,1, ,1,11,1,2,7,1,5,1,2,99,26000,48000,100,100,3,7,10
